full_name,name,owner,html_url,description,language,created_at,updated_at,pushed_at,size,stargazers_count,watchers_count,forks_count,open_issues_count,subscribers_count,network_count,archived,total_lines,langs_percentage,issues_count,closed_issues_count,closed_pulls_count,open_pulls_count,total_pulls_count,merged_pulls_count,commits_count,first_commit_date,last_commit_date,branches_count,topics,contributors_count,timestamp
googlearchive/cloud-pubsub-samples-java,cloud-pubsub-samples-java,googlearchive,https://github.com/googlearchive/cloud-pubsub-samples-java,Cloud Pub/Sub sample applications with Java,Java,2014-06-24 23:14:25+00:00,2023-07-27 16:04:03+00:00,2020-01-22 19:48:40+00:00,250,50,50,58,8,82,58,True,99706,"{'Java': '97.16%', 'JavaScript': '2.31%', 'Shell': '0.37%', 'Batchfile': '0.15%'}",52,44,42,1,43,33,93,2014-06-04 09:56:31+00:00,2020-01-22 19:48:39+00:00,2,[],12,20240809_225251
googlearchive/android-Camera2Video,android-Camera2Video,googlearchive,https://github.com/googlearchive/android-Camera2Video,Migrated:,Java,2014-06-26 15:53:58+00:00,2024-07-28 13:02:00+00:00,2019-09-19 17:40:24+00:00,6930,1208,1208,570,0,84,570,True,64053,"{'Java': '51.24%', 'Kotlin': '48.76%'}",101,101,11,0,11,1,30,2014-06-26 15:54:13+00:00,2019-09-19 17:40:23+00:00,1,[],4,20240809_225251
googlearchive/android-Camera2Basic,android-Camera2Basic,googlearchive,https://github.com/googlearchive/android-Camera2Basic,Migrated:,Java,2014-06-26 15:53:00+00:00,2024-08-06 01:57:15+00:00,2019-09-19 17:41:01+00:00,1453,2887,2887,1527,0,161,1527,True,87801,"{'Java': '52.07%', 'Kotlin': '47.93%'}",162,162,30,0,30,1,31,2014-06-26 15:53:20+00:00,2019-09-19 17:41:00+00:00,1,[],4,20240809_225252
googlearchive/androidtv-Leanback,androidtv-Leanback,googlearchive,https://github.com/googlearchive/androidtv-Leanback,Migrated:,Java,2014-06-26 16:07:01+00:00,2024-08-07 04:09:37+00:00,2019-09-27 18:27:21+00:00,8105,1151,1151,442,0,117,442,True,182159,{'Java': '100.00%'},154,154,51,0,51,36,273,2015-12-02 00:02:06+00:00,2019-09-27 18:27:20+00:00,1,[],21,20240809_225253
googlearchive/polymerchromeapp,polymerchromeapp,googlearchive,https://github.com/googlearchive/polymerchromeapp,An example Chrome App using Polymer,HTML,2014-07-21 22:50:17+00:00,2023-01-28 20:59:53+00:00,2015-04-12 17:09:29+00:00,3825,54,54,15,2,6,15,True,2728680,"{'HTML': '68.30%', 'JavaScript': '25.68%', 'CSS': '5.69%', 'Shell': '0.17%', 'Groff': '0.07%', 'Python': '0.06%', 'Makefile': '0.02%'}",3,1,1,0,1,1,18,2014-07-05 05:23:13+00:00,2015-04-12 17:09:29+00:00,1,[],4,20240809_225257
googlearchive/identity-toolkit-android,identity-toolkit-android,googlearchive,https://github.com/googlearchive/identity-toolkit-android,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-07-18 18:20:55+00:00,2024-07-19 03:02:07+00:00,2019-10-04 18:07:02+00:00,2350,47,47,34,0,25,34,True,8722,{'Java': '100.00%'},23,23,7,0,7,7,31,2014-07-18 23:23:16+00:00,2019-10-04 18:07:01+00:00,2,[],6,20240809_225257
googlearchive/android-ActionBarCompat-Basic,android-ActionBarCompat-Basic,googlearchive,https://github.com/googlearchive/android-ActionBarCompat-Basic,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 17:55:59+00:00,2023-01-28 16:54:09+00:00,2019-10-18 16:11:15+00:00,267,54,54,39,0,23,39,True,5053,{'Java': '100.00%'},0,0,0,0,0,0,26,2014-09-02 17:56:00+00:00,2019-10-18 16:11:14+00:00,1,[],2,20240809_225257
googlearchive/android-FloatingActionButtonBasic,android-FloatingActionButtonBasic,googlearchive,https://github.com/googlearchive/android-FloatingActionButtonBasic,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-08-26 07:36:28+00:00,2023-10-13 16:14:05+00:00,2019-10-17 23:15:48+00:00,480,187,187,69,0,26,69,True,38930,{'Java': '100.00%'},4,4,0,0,0,0,26,2014-08-26 05:33:36+00:00,2019-10-17 23:15:47+00:00,1,[],2,20240809_225257
googlearchive/appengine-java-vm-guestbook-extras,appengine-java-vm-guestbook-extras,googlearchive,https://github.com/googlearchive/appengine-java-vm-guestbook-extras,App Engine Java Managed VMs example: multi-stage tutorial based on adding features to the 'guestbook'.,Java,2014-07-29 21:28:03+00:00,2023-10-30 09:07:53+00:00,2016-11-16 21:35:10+00:00,188,37,37,20,11,74,20,True,26654,{'Java': '100.00%'},25,14,8,0,8,6,109,2014-11-02 23:32:42+00:00,2016-11-16 21:35:05+00:00,3,[],5,20240809_225257
googlearchive/android-PdfRendererBasic,android-PdfRendererBasic,googlearchive,https://github.com/googlearchive/android-PdfRendererBasic,Migrated:,Java,2014-08-26 07:38:19+00:00,2024-07-02 03:40:59+00:00,2019-09-10 20:04:08+00:00,805,520,520,155,0,49,155,True,28900,"{'Java': '51.43%', 'Kotlin': '48.57%'}",26,26,3,0,3,0,26,2014-08-26 05:32:28+00:00,2019-09-10 20:04:07+00:00,1,[],2,20240809_225257
